text,intent,sentiment
I am pleased with the guidance so far. Could you describe ZENDOffice Net 200 and confirm whether $66 is its listed price in Singapore?,Product Inquiry,Happy
"I appreciate that this is being reviewed, but my enterprise Postpaid Gold service in India still has an unresolved plan upgrades concern after support contact.",Complaint,Happy
I need a clear billing answer today. Where can I find the billing details for an enterprise customer paying $36 for ZENDBiz Connect 100 in India?,Billing,Angry
"Good to know. Is ZENDCloud VM Basic available to an enterprise customer in Singapore, and what does the offering include? Could you confirm that for me?",Product Inquiry,Happy
This has been helpful so far. I want to understand the refund window for ZENDStorage 10TB; is the usage threshold below 10%? Could you confirm that for me?,Refund,Happy
This has happened again. My enterprise Postpaid Gold service in Thailand still has an unresolved SIM and eSIM provisioning concern after support contact. I need this resolved promptly.,Complaint,Angry
I need this billing issue clarified promptly. Where can I find the billing details for an enterprise customer paying $50 for Prepaid Unlimited in India? Please respond clearly.,Billing,Angry
I need this technical issue handled promptly. I use ZENDBiz Connect 100 in Singapore. What should I check first when I need help with monitoring add-ons listed under Business Connectivity?,Technical,Angry
I would like to understand this better. Could you confirm the 7-day and under-10%-usage conditions for a full refund on Postpaid Gold?,Refund,Neutral
I need this billing issue clarified promptly. What should I expect if payment for my ZENDEnterprise Ultra service in India is more than 7 days late? I need this resolved promptly.,Billing,Angry
I am pleased with the guidance so far. Where can I find the billing details for an enterprise customer paying $110 for ZENDStorage 10TB in Singapore? Could you confirm that for me?,Billing,Happy
"Please provide these product details now. For an individual customer in USA, how do the listed prices of ZENDOffice Net 1G ($150) and ZENDFiber Home 100 Mbps ($30) differ? I need this resolved promptly.",Product Inquiry,Angry
I am pleased with the guidance so far. Where can an enterprise customer using ZENDOffice Net 500 in USA get technical assistance with troubleshooting under Home & Office Internet? I would appreciate a quick confirmation.,Technical,Happy
"I have been waiting for a clear answer. After repeated requests for help with customized network solutions, my ZENDBiz Connect 1G concern is still unresolved. Please escalate it. I need this resolved promptly.",Complaint,Angry
I need a clear billing answer today. Could you explain why ZENDS bills ZENDStorage 1TB in advance each month for customers in Singapore?,Billing,Angry
Good to know. Does the refund policy apply to an enterprise ZENDEnterprise Dedicated account when less than 10% has been used within 7 days? Could you confirm that for me?,Refund,Happy
Could you clarify one point? Does the refund policy apply to an enterprise Postpaid Gold account when less than 10% has been used within 7 days? Please let me know.,Refund,Neutral
"I need a clear product answer before I decide. Before choosing ZENDEnterprise Dedicated, could you explain what is included and the $550 price for an individual customer in Singapore? I need this resolved promptly.",Product Inquiry,Angry
I need an answer about refund eligibility today. Please clarify the refund rule before I make a decision about my ZENDBiz Connect 1G service in India. I need this resolved promptly.,Refund,Angry
"Could you clarify one point? I have contacted support more than once about customer support for Postpaid Platinum in India, but it remains unresolved. How can I escalate this? Please let me know.",Complaint,Neutral
"I appreciate that this is being reviewed, but I need to raise a complaint because SMS for Postpaid Platinum in USA has not been resolved. Could you confirm that for me?",Complaint,Happy
I am glad I checked this in advance. Does ZENDS list cloud migration support under Cloud & Data Center Services? I am considering ZENDCloud VM Pro as an enterprise customer in USA.,Product Inquiry,Happy
"I need this billing issue clarified promptly. Does an enterprise ZENDEnterprise Ultra account in India receive a consolidated invoice, and how is it billed?",Billing,Angry
Could you clarify one point? My support experience for SMS on Postpaid Gold in USA has been poor. Please review this complaint. Kindly confirm.,Complaint,Neutral
This has been helpful so far. I am considering ZENDCloud VM Pro in USA. What does this cloud virtual machine offer to an enterprise customer? I would appreciate a quick confirmation.,Product Inquiry,Happy
This has been helpful so far. I want to choose between ZENDBiz Connect 100 and ZENDEnterprise Ultra. What do their listed prices in Thailand show for an enterprise customer?,Product Inquiry,Happy
I am glad I checked this in advance. Would an enterprise customer using less than 10% of Postpaid Platinum qualify for a refund within 7 days? Could you confirm that for me?,Refund,Happy
"I would like to understand this better. After repeated requests for help with mobile insurance, my Postpaid Gold concern is still unresolved. Please escalate it.",Complaint,Neutral
I appreciate the clarification so far. I am reviewing the $130 charge for ZENDOffice Net 1G in USA. Which billing rule applies to an enterprise customer?,Billing,Happy
I should not have to keep asking about this. I am dissatisfied with how the device management issue on my ZENDFleet IoT account has been handled. I need a proper resolution. I need this resolved promptly.,Complaint,Angry
This has been helpful so far. I am deciding whether to keep Postpaid Gold in Singapore. What does ZENDS require for a full refund? Could you confirm that for me?,Refund,Happy
I need a clear billing answer today. Can you confirm whether the billing policy for Postpaid Silver in Thailand changes for enterprise customers? Please respond clearly.,Billing,Angry
I need an answer about refund eligibility today. I need to check refund eligibility for ZENDFiber Home 1 Gbps: I am still within 7 days and usage is under 10%. Please respond clearly.,Refund,Angry
I want to understand the refund window for ZENDEnterprise Ultra; is the usage threshold below 10%? Kindly confirm.,Refund,Neutral
"I appreciate that this is being reviewed, but the support provided for cloud migration support on ZENDCloud VM Enterprise did not resolve my problem. Who can formally review this?",Complaint,Happy
I should not have to keep asking about this. I have had to report the mobile insurance issue on my Postpaid Platinum account repeatedly. Please provide an escalation option. I need this resolved promptly.,Complaint,Angry
"I have been waiting for a clear answer. After repeated requests for help with backup and disaster recovery, my ZENDCloud VM Enterprise concern is still unresolved. Please escalate it. Please respond clearly.",Complaint,Angry
I am pleased with the guidance so far. Can you confirm that Postpaid Gold costs $70 for an enterprise customer in Thailand?,Product Inquiry,Happy
This billing matter needs to be resolved. Is the $28 amount for Prepaid Basic in India part of the monthly advance billing cycle?,Billing,Angry
I appreciate the clarification so far. Could you explain how ZENDS supports roaming packages under Mobile Connectivity? I use Postpaid Gold in Thailand. I would appreciate a quick confirmation.,Technical,Happy
Could you clarify one point? I am reviewing the $44 charge for ZENDCloud VM Basic in Singapore. Which billing rule applies to an individual customer? Kindly confirm.,Billing,Neutral
Could you clarify one point? I need practical help with backup and disaster recovery listed under Cloud & Data Center Services; I use ZENDStorage 10TB. Is there a recommended troubleshooting path? Kindly confirm.,Technical,Neutral
I need an answer about refund eligibility today. I need to check refund eligibility for ZENDBiz Connect 1G: I am still within 7 days and usage is under 10%. Please respond clearly.,Refund,Angry
This has been helpful so far. Does ZENDS list sensor connectivity under IoT & Smart Solutions? I am considering ZENDSmart Traffic as an enterprise customer in USA. I would appreciate a quick confirmation.,Product Inquiry,Happy
"I need clarification about troubleshooting, which ZENDS lists under Home & Office Internet. I use ZENDFiber Home 100 Mbps. Kindly confirm.",Technical,Neutral
This billing matter needs to be resolved. Could you explain why ZENDS bills ZENDCloud VM Basic in advance each month for customers in India? Please respond clearly.,Billing,Angry
I want this mobile insurance problem with Prepaid Basic formally addressed because earlier support did not resolve it. Kindly confirm.,Complaint,Neutral
That sounds promising. Could you explain how ZENDS supports cloud networking under Cloud & Data Center Services? I use ZENDCloud VM Basic in Singapore. I would appreciate a quick confirmation.,Technical,Happy
That sounds promising. My ZENDEnterprise Dedicated invoice in India is due soon. What does the late-payment policy say after 7 days? I would appreciate a quick confirmation.,Billing,Happy
I need a clear billing answer today. The listed price for ZENDBiz Connect 1G is $180 for an enterprise customer in USA. When is that charge billed? I need this resolved promptly.,Billing,Angry
"I need a clear product answer before I decide. Which services does ZENDS list under Cloud & Data Center Services, including file storage, for someone considering ZENDCloud VM Enterprise in USA? I need this resolved promptly.",Product Inquiry,Angry
I need this technical issue handled promptly. Where can an enterprise customer using ZENDCloud VM Basic in USA get technical assistance with virtual machines under Cloud & Data Center Services?,Technical,Angry
"This billing matter needs to be resolved. Before I pay for ZENDIndustrial Sensor, can you clarify the monthly billing timing for an enterprise account in Singapore? Please respond clearly.",Billing,Angry
"I would like to understand this better. I need clarification about reporting dashboards, which ZENDS lists under IoT & Smart Solutions. I use ZENDIndustrial Sensor. Kindly confirm.",Technical,Neutral
I need a clear decision about my refund request. Please explain whether my ZENDEnterprise Dedicated service in Singapore is eligible for a refund before the 7-day period ends. Please respond clearly.,Refund,Angry
I would like to understand this better. Does the refund policy apply to an individual Postpaid Platinum account when less than 10% has been used within 7 days? Please let me know.,Refund,Neutral
What should I expect if payment for my Prepaid Plus service in Singapore is more than 7 days late? Kindly confirm.,Billing,Neutral
"I would like to understand this better. Can you point me to the ZENDS support process for network monitoring, which is listed under Home & Office Internet? I use ZENDOffice Net 200. Please let me know.",Technical,Neutral
I would like to understand this better. Could you explain how ZENDS supports dedicated enterprise support under Cloud & Data Center Services? I use ZENDCloud VM Enterprise in Singapore. Kindly confirm.,Technical,Neutral
Please clarify the refund rule before I make a decision about my ZENDCloud VM Enterprise service in India.,Refund,Neutral
I would like to understand this better. Please clarify the refund rule before I make a decision about my Prepaid Basic service in India.,Refund,Neutral
"Could you clarify one point? I need clarification about dedicated bandwidth, which ZENDS lists under Business Connectivity. I use ZENDBiz Connect 1G.",Technical,Neutral
I would like to understand this better. I use ZENDStorage 1TB in USA. What should I check first when I need help with cloud migration support listed under Cloud & Data Center Services? Kindly confirm.,Technical,Neutral
This is blocking my work. What help is available for installation under Home & Office Internet for an enterprise customer using ZENDFiber Home 300 Mbps? I need this resolved promptly.,Technical,Angry
I need a clear decision about my refund request. My ZENDCloud VM Basic cloud service is already activated. Is it non-refundable after activation even if I am within 7 days?,Refund,Angry
"This is blocking my work. I need clarification about customer support, which ZENDS lists under Mobile Connectivity. I use Prepaid Basic. Please respond clearly.",Technical,Angry
Please address this refund request promptly. What information is relevant when requesting a refund for an enterprise ZENDArchive Storage service in USA? Please respond clearly.,Refund,Angry
That sounds promising. I want to choose between ZENDArchive Storage and ZENDStorage 10TB. What do their listed prices in Singapore show for an individual customer? Could you confirm that for me?,Product Inquiry,Happy
I want this monitoring problem with ZENDCloud VM Enterprise formally addressed because earlier support did not resolve it. Please let me know.,Complaint,Neutral
I am pleased with the guidance so far. What should I expect if payment for my ZENDCloud VM Basic service in Singapore is more than 7 days late? I would appreciate a quick confirmation.,Billing,Happy
I appreciate the clarification so far. What information is relevant when requesting a refund for an enterprise ZENDBiz Connect 500 service in Singapore? Could you confirm that for me?,Refund,Happy
I would like to understand this better. Would an individual customer using less than 10% of ZENDFiber Home 100 Mbps qualify for a refund within 7 days? Please let me know.,Refund,Neutral
This has been helpful so far. Where can an enterprise customer using Postpaid Gold in Singapore get technical assistance with mobile app management under Mobile Connectivity? Could you confirm that for me?,Technical,Happy
Could you clarify one point? The listed price for ZENDFiber Home 300 Mbps is $50 for an individual customer in USA. When is that charge billed? Please let me know.,Billing,Neutral
Could you clarify one point? Where can an individual customer using ZENDFleet IoT in Thailand get technical assistance with reporting dashboards under IoT & Smart Solutions? Please let me know.,Technical,Neutral
Can you help me use 24/7 technical support listed under Home & Office Internet? My product is ZENDFiber Home 100 Mbps in India. Please let me know.,Technical,Neutral
I need to check refund eligibility for ZENDSmart Parking: I am still within 7 days and usage is under 10%.,Refund,Neutral
Good to know. Can you confirm whether the billing policy for ZENDCloud VM Basic in India changes for enterprise customers? Could you confirm that for me?,Billing,Happy
I appreciate the clarification so far. Does the refund policy apply to an individual ZENDCloud VM Basic account when less than 10% has been used within 7 days? I would appreciate a quick confirmation.,Refund,Happy
I need an answer about refund eligibility today. I want to understand the refund window for Prepaid Plus; is the usage threshold below 10%? Please respond clearly.,Refund,Angry
I have been waiting for a clear answer. The issue with setup guidance was not resolved after prior support for my ZENDOffice Net 1G service. What is the escalation route? I need this resolved promptly.,Complaint,Angry
"I have been waiting for a clear answer. I have contacted support more than once about voicemail for Prepaid Unlimited in Singapore, but it remains unresolved. How can I escalate this? Please respond clearly.",Complaint,Angry
This billing matter needs to be resolved. I need to understand the invoice process for my individual ZENDOffice Net 200 service in Singapore. I need this resolved promptly.,Billing,Angry
Could you clarify one point? My ZENDFiber Home 1 Gbps invoice in India is due soon. What does the late-payment policy say after 7 days?,Billing,Neutral
I have already tried to get an answer. I am dissatisfied with how the SMS issue on my Prepaid Unlimited account has been handled. I need a proper resolution. Please respond clearly.,Complaint,Angry
"I am glad someone is looking into this, but I am dissatisfied with how the device management issue on my ZENDSmart Parking account has been handled. I need a proper resolution. Could you confirm that for me?",Complaint,Happy
This has been helpful so far. What information is relevant when requesting a refund for an enterprise ZENDOffice Net 500 service in India?,Refund,Happy
"I appreciate the clarification so far. Can you point me to the ZENDS support process for roaming packages, which is listed under Mobile Connectivity? I use Postpaid Silver. I would appreciate a quick confirmation.",Technical,Happy
"I have already tried to get an answer. I have contacted support more than once about reporting dashboards for ZENDSmart Lighting in Thailand, but it remains unresolved. How can I escalate this? Please respond clearly.",Complaint,Angry
Can you help me use monitoring listed under Cloud & Data Center Services? My product is ZENDCloud VM Pro in USA. Please let me know.,Technical,Neutral
I need this product information clarified. Could you describe Prepaid Plus and confirm whether $64 is its listed price in Thailand?,Product Inquiry,Angry
"I am glad I checked this in advance. Before I pay for ZENDBiz Connect 100, can you clarify the monthly billing timing for an individual account in India?",Billing,Happy
"I am glad someone is looking into this, but the repeated network monitoring issue on ZENDOffice Net 500 is affecting my experience. I need a clear resolution from ZENDS.",Complaint,Happy
I should not have to keep asking about this. The issue with setup guidance was not resolved after prior support for my ZENDOffice Net 200 service. What is the escalation route? I need this resolved promptly.,Complaint,Angry
"I should not have to keep asking about this. I have contacted support more than once about virtual machines for ZENDStorage 1TB in Thailand, but it remains unresolved. How can I escalate this? I need this resolved promptly.",Complaint,Angry
I need a clear billing answer today. What should I expect if payment for my ZENDEnterprise Dedicated service in India is more than 7 days late?,Billing,Angry
I would like to understand this better. Does the refund policy apply to an enterprise ZENDFiber Home 300 Mbps account when less than 10% has been used within 7 days? Please let me know.,Refund,Neutral
Could you clarify one point? Can you confirm that Postpaid Gold costs $100 for an individual customer in USA? Kindly confirm.,Product Inquiry,Neutral
I am pleased with the guidance so far. I want to choose between ZENDStorage 10TB and ZENDCloud VM Basic. What do their listed prices in USA show for an enterprise customer?,Product Inquiry,Happy
That sounds promising. I want to choose between ZENDEnterprise Dedicated and ZENDEnterprise Ultra. What do their listed prices in Singapore show for an enterprise customer?,Product Inquiry,Happy
"That sounds promising. What does ZENDEnterprise Dedicated include for an enterprise customer in USA, and is its listed price $450? I would appreciate a quick confirmation.",Product Inquiry,Happy
I would like to understand this better. I am setting up ZENDOffice Net 200 and need help with network monitoring under Home & Office Internet. Where should I start? Please let me know.,Technical,Neutral
Could you explain why ZENDS bills ZENDOffice Net 500 in advance each month for customers in India? Kindly confirm.,Billing,Neutral
That sounds promising. I am trying to use mobile insurance listed under Mobile Connectivity while using Postpaid Silver in Singapore. Which steps should I follow? Could you confirm that for me?,Technical,Happy
I should not have to keep asking about this. I am dissatisfied with how the cloud migration support issue on my ZENDCloud VM Pro account has been handled. I need a proper resolution.,Complaint,Angry
I need this billing issue clarified promptly. The listed price for ZENDFiber Home 1 Gbps is $70 for an enterprise customer in USA. When is that charge billed? Please respond clearly.,Billing,Angry
That sounds promising. I want to understand the refund window for Postpaid Platinum; is the usage threshold below 10%? Could you confirm that for me?,Refund,Happy
I would like to understand this better. I am trying to use troubleshooting listed under Home & Office Internet while using ZENDFiber Home 300 Mbps in India. Which steps should I follow? Kindly confirm.,Technical,Neutral
"I would like to understand this better. What should an enterprise customer in Singapore know about Postpaid Platinum, a unlimited data with international calls? Kindly confirm.",Product Inquiry,Neutral
I want this real-time data processing problem with ZENDFleet IoT formally addressed because earlier support did not resolve it.,Complaint,Neutral
That sounds promising. Can you confirm that Postpaid Platinum costs $96 for an individual customer in Thailand?,Product Inquiry,Happy
What information is relevant when requesting a refund for an enterprise ZENDArchive Storage service in India?,Refund,Neutral
"I am pleased with the guidance so far. Before choosing ZENDOffice Net 500, could you explain what is included and the $99 price for an individual customer in Singapore?",Product Inquiry,Happy
I need a clear billing answer today. The listed price for ZENDCloud VM Enterprise is $104 for an enterprise customer in Thailand. When is that charge billed? I need this resolved promptly.,Billing,Angry
"Could you clarify one point? Can you point me to the ZENDS support process for file storage, which is listed under Cloud & Data Center Services? I use ZENDCloud VM Enterprise. Please let me know.",Technical,Neutral
I have been waiting for a clear answer. The problem with sensor connectivity on my individual ZENDSmart Traffic account keeps recurring. I need a formal resolution. I need this resolved promptly.,Complaint,Angry
I should not have to keep asking about this. I need to raise a complaint because security add-ons for ZENDBiz Connect 100 in India has not been resolved. I need this resolved promptly.,Complaint,Angry
"I have already tried to get an answer. After repeated requests for help with cloud migration support, my ZENDCloud VM Pro concern is still unresolved. Please escalate it. Please respond clearly.",Complaint,Angry
"I would like to understand this better. For an enterprise customer in Singapore, how do the listed prices of ZENDOffice Net 1G ($143) and ZENDOffice Net 500 ($88) differ? Please let me know.",Product Inquiry,Neutral
I would like to understand this better. I am within 7 days of starting Postpaid Silver in Thailand and my usage is below 10%. Can I request a full refund? Please let me know.,Refund,Neutral
I would like to understand this better. I am trying to use mobile insurance listed under Mobile Connectivity while using Prepaid Basic in Singapore. Which steps should I follow?,Technical,Neutral
Could you clarify one point? The support provided for real-time data processing on ZENDIndustrial Sensor did not resolve my problem. Who can formally review this? Please let me know.,Complaint,Neutral
I need a clear billing answer today. Could you explain why ZENDS bills Postpaid Gold in advance each month for customers in India? Please respond clearly.,Billing,Angry
That sounds promising. I am reviewing the $12 charge for ZENDStorage 1TB in Thailand. Which billing rule applies to an enterprise customer?,Billing,Happy
I would like to understand this better. I am trying to use dedicated enterprise support listed under Cloud & Data Center Services while using ZENDStorage 10TB in USA. Which steps should I follow?,Technical,Neutral
I am deciding whether to keep ZENDEnterprise Dedicated in Thailand. What does ZENDS require for a full refund? Kindly confirm.,Refund,Neutral
My support experience for dedicated enterprise support on ZENDCloud VM Enterprise in India has been poor. Please review this complaint. Please let me know.,Complaint,Neutral
"I appreciate that this is being reviewed, but I have contacted support more than once about SIM and eSIM provisioning for Postpaid Platinum in Thailand, but it remains unresolved. How can I escalate this? Could you confirm that for me?",Complaint,Happy
I should not have to keep asking about this. I have had to report the customer support issue on my Postpaid Silver account repeatedly. Please provide an escalation option. Please respond clearly.,Complaint,Angry
I should not have to keep asking about this. My enterprise ZENDOffice Net 200 service in USA still has an unresolved network monitoring concern after support contact. Please respond clearly.,Complaint,Angry
"I am pleased with the guidance so far. Before choosing ZENDEnterprise Ultra, could you explain what is included and the $308 price for an enterprise customer in Singapore? I would appreciate a quick confirmation.",Product Inquiry,Happy
This is blocking my work. What help is available for file storage under Cloud & Data Center Services for an enterprise customer using ZENDStorage 10TB? I need this resolved promptly.,Technical,Angry
I need an answer about refund eligibility today. I am within 7 days of starting Postpaid Silver in India and my usage is below 10%. Can I request a full refund? Please respond clearly.,Refund,Angry
I am pleased with the guidance so far. Is the $42 amount for ZENDSmart Lighting in India part of the monthly advance billing cycle? I would appreciate a quick confirmation.,Billing,Happy
"I am pleased with the guidance so far. Before choosing ZENDOffice Net 200, could you explain what is included and the $33 price for an enterprise customer in India?",Product Inquiry,Happy
Could you clarify one point? I need to understand the invoice process for my individual Prepaid Basic service in India. Please let me know.,Billing,Neutral
This has been helpful so far. Could you explain why ZENDS bills Prepaid Unlimited in advance each month for customers in India?,Billing,Happy
I am pleased with the guidance so far. Please explain whether my ZENDFiber Home 300 Mbps service in India is eligible for a refund before the 7-day period ends. Could you confirm that for me?,Refund,Happy
"I appreciate that this is being reviewed, but my support experience for bundled mobile plans on ZENDFiber Home 300 Mbps in India has been poor. Please review this complaint. Could you confirm that for me?",Complaint,Happy
Good to know. My Prepaid Plus invoice in USA is due soon. What does the late-payment policy say after 7 days? Could you confirm that for me?,Billing,Happy
I am pleased with the guidance so far. I am within 7 days of starting ZENDSmart Traffic in USA and my usage is below 10%. Can I request a full refund? I would appreciate a quick confirmation.,Refund,Happy
Good to know. What help is available for remote monitoring under IoT & Smart Solutions for an individual customer using ZENDIndustrial Sensor?,Technical,Happy
"I would like to understand this better. Before activating ZENDStorage 1TB, can you explain the cloud-service refund restriction after activation? Kindly confirm.",Refund,Neutral
I am trying to use reporting dashboards listed under IoT & Smart Solutions while using ZENDSmart Lighting in Singapore. Which steps should I follow? Kindly confirm.,Technical,Neutral
I would like to understand this better. The issue with sensor connectivity was not resolved after prior support for my ZENDSmart Parking service. What is the escalation route?,Complaint,Neutral
Could you clarify one point? The support provided for API integrations on ZENDCloud VM Basic did not resolve my problem. Who can formally review this?,Complaint,Neutral
"I am glad someone is looking into this, but the problem with smart city integrations on my enterprise ZENDFleet IoT account keeps recurring. I need a formal resolution. I would appreciate a quick confirmation.",Complaint,Happy
I need an answer about refund eligibility today. What information is relevant when requesting a refund for an enterprise ZENDCloud VM Enterprise service in India?,Refund,Angry
I have been waiting for a clear answer. The issue with roaming packages was not resolved after prior support for my Postpaid Platinum service. What is the escalation route? I need this resolved promptly.,Complaint,Angry
I am glad I checked this in advance. I am setting up ZENDBiz Connect 1G and need help with priority troubleshooting under Business Connectivity. Where should I start? Could you confirm that for me?,Technical,Happy
I need an answer about refund eligibility today. What information is relevant when requesting a refund for an individual ZENDSmart Lighting service in Singapore? Please respond clearly.,Refund,Angry
"I am glad I checked this in advance. What is the product information for ZENDStorage 1TB, including its cloud file storage and listed price in India?",Product Inquiry,Happy
That sounds promising. Would an enterprise customer using less than 10% of ZENDEnterprise Ultra qualify for a refund within 7 days?,Refund,Happy
"That sounds promising. Is ZENDSmart Parking available to an individual customer in India, and what does the offering include?",Product Inquiry,Happy
I would like to understand this better. I need to check refund eligibility for ZENDSmart Traffic: I am still within 7 days and usage is under 10%. Kindly confirm.,Refund,Neutral
"Could you clarify one point? After repeated requests for help with dedicated enterprise support, my ZENDStorage 10TB concern is still unresolved. Please escalate it. Please let me know.",Complaint,Neutral
I need this billing issue clarified promptly. Can you confirm whether the billing policy for ZENDBiz Connect 100 in Thailand changes for enterprise customers?,Billing,Angry
Good to know. How does monthly billing in advance apply to my individual ZENDFiber Home 300 Mbps service in Thailand?,Billing,Happy
I should not have to keep asking about this. I want this security add-ons problem with ZENDBiz Connect 1G formally addressed because earlier support did not resolve it. I need this resolved promptly.,Complaint,Angry
I need technical help without delay. I am trying to use monitoring add-ons listed under Business Connectivity while using ZENDEnterprise Dedicated in Singapore. Which steps should I follow? I need this resolved promptly.,Technical,Angry
I should not have to keep asking about this. The repeated dedicated bandwidth issue on ZENDEnterprise Ultra is affecting my experience. I need a clear resolution from ZENDS.,Complaint,Angry
I would like to understand this better. What help is available for monitoring under Cloud & Data Center Services for an enterprise customer using ZENDCloud VM Pro?,Technical,Neutral
This billing matter needs to be resolved. Can you confirm whether the billing policy for ZENDIndustrial Sensor in Thailand changes for enterprise customers? Please respond clearly.,Billing,Angry
I am glad I checked this in advance. I am trying to use real-time data processing listed under IoT & Smart Solutions while using ZENDSmart Lighting in India. Which steps should I follow?,Technical,Happy
This has happened again. My individual ZENDSmart Traffic service in Thailand still has an unresolved remote monitoring concern after support contact. Please respond clearly.,Complaint,Angry
I would like to understand this better. The listed price for Prepaid Unlimited is $70 for an enterprise customer in Thailand. When is that charge billed? Please let me know.,Billing,Neutral
I am glad I checked this in advance. Does ZENDS list monitoring under Cloud & Data Center Services? I am considering ZENDCloud VM Enterprise as an enterprise customer in Thailand. Could you confirm that for me?,Product Inquiry,Happy
I need technical help without delay. Could you explain how ZENDS supports SLA-backed uptime under Business Connectivity? I use ZENDBiz Connect 500 in India. Please respond clearly.,Technical,Angry
I need this product information clarified. I want to choose between Postpaid Silver and Postpaid Platinum. What do their listed prices in Thailand show for an individual customer? I need this resolved promptly.,Product Inquiry,Angry
Good to know. I need to understand the invoice process for my enterprise ZENDCloud VM Basic service in Thailand.,Billing,Happy
Good to know. Could you confirm the 7-day and under-10%-usage conditions for a full refund on ZENDBiz Connect 500? Could you confirm that for me?,Refund,Happy
I would like to understand this better. I need practical help with MPLS connectivity listed under Business Connectivity; I use ZENDEnterprise Ultra. Is there a recommended troubleshooting path? Kindly confirm.,Technical,Neutral
"I am glad someone is looking into this, but I have had to report the priority troubleshooting issue on my ZENDEnterprise Dedicated account repeatedly. Please provide an escalation option.",Complaint,Happy
"I am pleased with the guidance so far. Before I pay for ZENDSmart Traffic, can you clarify the monthly billing timing for an individual account in Singapore? Could you confirm that for me?",Billing,Happy
I need this technical issue handled promptly. I am trying to use SLA-backed support for enterprise customers listed under Home & Office Internet while using ZENDFiber Home 300 Mbps in USA. Which steps should I follow?,Technical,Angry
What information is relevant when requesting a refund for an individual ZENDFiber Home 1 Gbps service in Singapore? Kindly confirm.,Refund,Neutral
Good to know. Can you confirm that Postpaid Silver costs $70 for an individual customer in USA? Could you confirm that for me?,Product Inquiry,Happy
I would like to understand this better. Can you confirm whether the billing policy for Postpaid Gold in India changes for enterprise customers? Kindly confirm.,Billing,Neutral
Please explain whether my ZENDBiz Connect 500 service in India is eligible for a refund before the 7-day period ends.,Refund,Neutral
Please address this refund request promptly. Could you confirm the 7-day and under-10%-usage conditions for a full refund on Prepaid Basic? Please respond clearly.,Refund,Angry
I am glad I checked this in advance. Which ZENDS support option covers customer support listed under Mobile Connectivity for an enterprise customer using Postpaid Platinum?,Technical,Happy
Good to know. What help is available for router and WiFi equipment under Home & Office Internet for an enterprise customer using ZENDOffice Net 500?,Technical,Happy
This billing matter needs to be resolved. Could you explain why ZENDS bills ZENDStorage 1TB in advance each month for customers in Singapore? I need this resolved promptly.,Billing,Angry
This has been helpful so far. Where can an individual customer using Postpaid Silver in India get technical assistance with SMS under Mobile Connectivity? I would appreciate a quick confirmation.,Technical,Happy
This has been helpful so far. The listed price for ZENDBiz Connect 1G is $108 for an enterprise customer in India. When is that charge billed? I would appreciate a quick confirmation.,Billing,Happy
What information is relevant when requesting a refund for an individual ZENDFiber Home 1 Gbps service in Thailand?,Refund,Neutral
I need this billing issue clarified promptly. My ZENDArchive Storage invoice in Singapore is due soon. What does the late-payment policy say after 7 days? I need this resolved promptly.,Billing,Angry
I need a clear decision about my refund request. Does the refund policy apply to an individual ZENDSmart Traffic account when less than 10% has been used within 7 days?,Refund,Angry
"Good to know. Can you point me to the ZENDS support process for customized network solutions, which is listed under Business Connectivity? I use ZENDEnterprise Dedicated. Could you confirm that for me?",Technical,Happy
I have been waiting for a clear answer. The support provided for plan upgrades on Postpaid Silver did not resolve my problem. Who can formally review this? Please respond clearly.,Complaint,Angry
That sounds promising. Please explain whether my ZENDFiber Home 300 Mbps service in USA is eligible for a refund before the 7-day period ends. Could you confirm that for me?,Refund,Happy
I need a clear decision about my refund request. Please explain whether my ZENDBiz Connect 1G service in India is eligible for a refund before the 7-day period ends. Please respond clearly.,Refund,Angry
"I appreciate the clarification so far. Is ZENDEnterprise Dedicated available to an enterprise customer in Thailand, and what does the offering include?",Product Inquiry,Happy
I need a clear decision about my refund request. I am within 7 days of starting ZENDFiber Home 300 Mbps in USA and my usage is below 10%. Can I request a full refund?,Refund,Angry
I have already tried to get an answer. I want this troubleshooting problem with ZENDFiber Home 1 Gbps formally addressed because earlier support did not resolve it. Please respond clearly.,Complaint,Angry
I need an answer about refund eligibility today. Please explain whether my ZENDFiber Home 1 Gbps service in USA is eligible for a refund before the 7-day period ends. I need this resolved promptly.,Refund,Angry
I am dissatisfied with how the mobile app management issue on my Prepaid Basic account has been handled. I need a proper resolution.,Complaint,Neutral
Could you clarify one point? I need practical help with file storage listed under Cloud & Data Center Services; I use ZENDCloud VM Enterprise. Is there a recommended troubleshooting path? Kindly confirm.,Technical,Neutral
"I am glad I checked this in advance. What should an individual customer in USA know about Postpaid Silver, a 50GB postpaid mobile plan? I would appreciate a quick confirmation.",Product Inquiry,Happy
"Could you clarify one point? Before choosing ZENDFiber Home 100 Mbps, could you explain what is included and the $18 price for an individual customer in India? Please let me know.",Product Inquiry,Neutral
I should not have to keep asking about this. The issue with router and WiFi equipment was not resolved after prior support for my ZENDFiber Home 1 Gbps service. What is the escalation route? Please respond clearly.,Complaint,Angry
I would like to understand this better. The listed price for ZENDStorage 10TB is $100 for an enterprise customer in USA. When is that charge billed? Kindly confirm.,Billing,Neutral
"I appreciate the clarification so far. What is the product information for ZENDFleet IoT, including its fleet IoT solution and listed price in Singapore?",Product Inquiry,Happy
